id,category,source_type,expected_language,language,language_confidence,original_text,cleaned_text,translated_text,was_translated,cleaned_translated_text,topic,topic_name,topic_probability
19,unknown,csv,en,en,1.0,"Daily reminder that ""carbon footprint"" was invented by British Petrolium PR to shift the blame from mega corps to the average joe.","daily reminder ""carbon footprint"" invented british petrolium pr shift blame mega corps average joe.","daily reminder ""carbon footprint"" invented british petrolium pr shift blame mega corps average joe.",False,"daily reminder ""carbon footprint"" invented british petrolium shift blame mega corps average joe.",-1,Outliers / Noise,0.2767870023010425
20,unknown,csv,en,ne,1.0,"संसारमा सबैभन्दा ठुलो जरिवाना 2016 मा US ले BP (British Petrolium) बिरुद्ध $20.8 Billion लगाएको थियो, त्यो भन्दा झन्डै दोब्बर $38 Billion जरिवाना ठोकिदियेछ India ले Apple बिरुद्ध! 

भैयाहरुले के देखे सोचेर जरिवाना ठोक्छन? कि जा, तं हामीलाई चाहिदैनस भनेका हुन कि नेपालको साटो पनि","संसारमा सबैभन्दा ठुलो जरिवाना 2016 मा us ले bp (british petrolium) बिरुद्ध $20.8 billion लगाएको थियो, त्यो भन्दा झन्डै दोब्बर $38 billion जरिवाना ठोकिदियेछ india ले apple बिरुद्ध! भैयाहरुले के देखे सोचेर जरिवाना ठोक्छन? कि जा, तं हामीलाई चाहिदैनस भनेका हुन कि नेपालको साटो पनि","संसारमा सबैभन्दा ठुलो जरिवाना 2016 मा us ले bp (british petrolium) बिरुद्ध $20.8 billion लगाएको थियो, त्यो भन्दा झन्डै दोब्बर $38 billion जरिवाना ठोकिदियेछ india ले apple बिरुद्ध! भैयाहरुले के देखे सोचेर जरिवाना ठोक्छन? कि जा, तं हामीलाई चाहिदैनस भनेका हुन कि नेपालको साटो पनि",False,"संसारमा सबैभन्दा ठुलो जरिवाना 2016 (british petrolium) बिरुद्ध $20.8 billion लगाएको थियो, त्यो भन्दा झन्डै दोब्बर billion जरिवाना ठोकिदियेछ india apple बिरुद्ध! भैयाहरुले देखे सोचेर जरिवाना ठोक्छन? हामीलाई चाहिदैनस भनेका नेपालको साटो",0,British / Petrolium / British Petrolium,0.4657805576960499
21,unknown,csv,en,fa,1.0,"این پمپ بنزینی در نزدیکی کرمانشاه هست. انگلیسیا خیلی به این سرزمین خدمت کردن. از جاده‌سازی و پالایشگاه تا تلگراف و کلا روح مدنیت!
BP: BRITISH PETROLIUM",این پمپ بنزینی در نزدیکی کرمانشاه هست. انگلیسیا خیلی به این سرزمین خدمت کردن. از جاده‌سازی پالایشگاه تا تلگراف کلا روح مدنیت! bp: british petrolium,این پمپ بنزینی در نزدیکی کرمانشاه هست. انگلیسیا خیلی به این سرزمین خدمت کردن. از جاده‌سازی پالایشگاه تا تلگراف کلا روح مدنیت! bp: british petrolium,False,بنزینی نزدیکی کرمانشاه هست. انگلیسیا خیلی سرزمین خدمت کردن. جاده‌سازی پالایشگاه تلگراف مدنیت! british petrolium,3,British Petrolium / Petrolium / British,1.0
22,unknown,csv,en,en,1.0,"And none of this comes even close to what Microsoft, Nestle, Lockheed Martin, Pfizer (they did experiment on kids in 1996), Bank of America, Amazon, Meta, Monsato, Dollar General, BlackRock, British Petrolium, Boeing, Ford, Huawei, Exxon, Marlboro or United Healthcare have done","none comes even close what microsoft, nestle, lockheed martin, pfizer (they experiment kids 1996), bank america, amazon, meta, monsato, dollar general, blackrock, british petrolium, boeing, ford, huawei, exxon, marlboro united healthcare done","none comes even close what microsoft, nestle, lockheed martin, pfizer (they experiment kids 1996), bank america, amazon, meta, monsato, dollar general, blackrock, british petrolium, boeing, ford, huawei, exxon, marlboro united healthcare done",False,"none comes close microsoft, nestle, lockheed martin, pfizer (they experiment kids 1996), bank america, amazon, meta, monsato, dollar general, blackrock, british petrolium, boeing, ford, huawei, exxon, marlboro united healthcare done",0,British / Petrolium / British Petrolium,0.38892821597339905
23,unknown,csv,en,en,1.0,"#PoliticsLive Imagine being so stupid as to try and get jingoistic about the gas industry. the gas industry which the Tories/ReformUK's predecessors sold off nearly 40 years ago.  There's nothing patriotic about  relying on BlackRock Inc-owned ""British"" Petrolium.","imagine being stupid try get jingoistic about gas industry. gas industry which tories/reformuk's predecessors sold off nearly 40 years ago. there's nothing patriotic about relying blackrock inc-owned ""british"" petrolium.","imagine being stupid try get jingoistic about gas industry. gas industry which tories/reformuk's predecessors sold off nearly 40 years ago. there's nothing patriotic about relying blackrock inc-owned ""british"" petrolium.",False,"imagine stupid jingoistic industry. industry tories/reformuk's predecessors sold nearly ago. there's nothing patriotic relying blackrock inc-owned ""british"" petrolium.",0,British / Petrolium / British Petrolium,0.40749944766961427
24,unknown,csv,en,id,0.74,BRITISH PETROLIUM,british petrolium,british petrolium,False,british petrolium,2,Petrolium British / British Petrolium / Petrolium,1.0
25,unknown,csv,en,en,1.0,British petrolium!,british petrolium!,british petrolium!,False,british petrolium!,3,British Petrolium / Petrolium / British,1.0
26,unknown,csv,en,sq,1.0,british petrolium,british petrolium,british petrolium,False,british petrolium,2,Petrolium British / British Petrolium / Petrolium,1.0
27,unknown,csv,en,id,1.0,"mana ada bp punya NU 
kepanjangan BP aja British petrolium  

ada kata british tinggal gugel aja",mana ada bp punya nu kepanjangan bp aja british petrolium ada kata british tinggal gugel aja,mana ada bp punya nu kepanjangan bp aja british petrolium ada kata british tinggal gugel aja,False,mana punya kepanjangan british petrolium kata british tinggal gugel,3,British Petrolium / Petrolium / British,1.0
28,unknown,csv,en,sv,1.0,"1/4 Det är så många grundlösa antaganden och trosuppfattningar inbakade i ditt inlägg att jag har svårt att följa vad du vill. Till att börja med är ""klimatavtrycket"" ett marknadsföringsinitiativ av British Petrolium för att flytta upplevt klimatansvar från företag till individ..","1/4 det är så många grundlösa antaganden och trosuppfattningar inbakade ditt inlägg att jag har svårt att följa vad du vill. till att börja med är ""klimatavtrycket"" ett marknadsföringsinitiativ av british petrolium för att flytta upplevt klimatansvar från företag till individ..","1/4 det är så många grundlösa antaganden och trosuppfattningar inbakade ditt inlägg att jag har svårt att följa vad du vill. till att börja med är ""klimatavtrycket"" ett marknadsföringsinitiativ av british petrolium för att flytta upplevt klimatansvar från företag till individ..",False,"många grundlösa antaganden trosuppfattningar inbakade ditt inlägg svårt följa vill. till börja ""klimatavtrycket"" marknadsföringsinitiativ british petrolium flytta upplevt klimatansvar från företag till individ..",-1,Outliers / Noise,0.19708610440479665
29,unknown,csv,en,id,1.0,"Harusnya pemerintah United States Amerika, beri kehormatan pahlawan bangsa. Karena sukses Ganyang PKI n genosida 3 juta warga bhineka tunggal ika. Beri jalan tol Sekutu garuk sumber daya alam, mulai freeport, standart oil, British petrolium dst. Big
Koruptor legend kebal hukum.","harusnya pemerintah united states amerika, beri kehormatan pahlawan bangsa. karena sukses ganyang pki genosida juta warga bhineka tunggal ika. beri jalan tol sekutu garuk sumber daya alam, mulai freeport, standart oil, british petrolium dst. big koruptor legend kebal hukum.","harusnya pemerintah united states amerika, beri kehormatan pahlawan bangsa. karena sukses ganyang pki genosida juta warga bhineka tunggal ika. beri jalan tol sekutu garuk sumber daya alam, mulai freeport, standart oil, british petrolium dst. big koruptor legend kebal hukum.",False,"harusnya pemerintah united states amerika, beri kehormatan pahlawan bangsa. karena sukses ganyang genosida juta warga bhineka tunggal ika. beri jalan sekutu garuk sumber daya alam, mulai freeport, standart oil, british petrolium dst. koruptor legend kebal hukum.",0,British / Petrolium / British Petrolium,0.43289785615326104
30,unknown,csv,en,fr,1.0,"Assistance produit Google Store Votre compte Google L'aide pour l'accessibilité ENTOURER POUR CHERCHER MODE IA COMMENT FONCTIONNE LA RECHERCHE GOOGLE ? LENS Tout Android Découvrez tout un monde d'appareils qui fonctionnent encore mieux ensemble, ainsi que des fonctionnalités d'IA pour vous aider tout au long de la journée. Notre gamme Pixel Découvrez la dernière gamme Pixel, des téléphones aux montres, en passant par les écouteurs et les tablettes. Créez des clips cinématographiques, des séquences vidéos et des petits films avec notre outil de réalisation de films par IA. GOOGLE PHOTOS GOOGLE WORKSPACE AVEC GEMINI GEMINI DANS CHROME GOOGLE MAPS Android Chrome Gemini Gmail Google Agenda Google Docs Google Maps Google Photos Google Play Pixel Recherche YouTube","assistance produit google store votre compte google l'aide l'accessibilité entourer chercher mode ia comment fonctionne recherche google lens android découvrez monde d'appareils fonctionnent mieux ensemble, ainsi fonctionnalités d'ia aider long journée. notre gamme pixel découvrez dernière gamme pixel, téléphones montres, en passant écouteurs tablettes. créez clips cinématographiques, séquences vidéos petits films notre outil réalisation films ia. google photos google workspace gemini gemini chrome google maps android chrome gemini gmail google agenda google docs google maps google photos google play pixel recherche youtube","product support google store your account google help accessibility surround search mode ia how works search google Lens android discover world of devices work better together, so features of it help long day. our range pixel discover latest range pixel, phone watches, passing earphones tablets. create movie clips, video sequences small movies our tool realization movies ia. google photos google workspace gemini gemini chrome google maps android chrome gemini gmail google calendar google docs google maps google photos google play pixel search youtube",True,"product support google store account google help accessibility surround search mode works search google Lens android discover devices better together, features help long day. range pixel discover latest range pixel, phone watches, passing earphones tablets. create movie clips, video sequences movies tool realization movies google photos google workspace gemini gemini chrome google maps android chrome gemini gmail google calendar google docs google maps google photos google play pixel search youtube",1,Develop / Needs / Industry,1.0
31,unknown,csv,en,fr,0.71,La JS Azazga en Ligue 2 : La stabilité a payé,js azazga en ligue stabilité payé,js azazga in stable league paid,True,azazga stable league paid,1,Develop / Needs / Industry,0.586260611236062
32,unknown,csv,en,fr,1.0,"AA / Algérie / Aksil Ouali La compagnie britannique des hydrocarbures, British Petroleum (BP), revient en Algérie, six ans après l’avoir quitté en vendant ses activités à l’italien ENI. Elle vient d’obtenir une autorisation de prospection en Algérie, dans le bassin de l’Est, auprès de l’Agence nationale algérienne pour la valorisation des ressources en hydrocarbures (ALNAFT). « Dans le cadre de sa stratégie visant à renforcer l’attractivité du domaine minier national et à promouvoir de nouvelles opportunités d’exploration, ALNAFT annonce l’octroi d’une autorisation de prospection à BP, acteur majeur de l’industrie énergétique mondiale », a expliqué l’'Agence dans son communiqué. Selon la même source, ce retour de BP constitue « un signal fort de la confiance renouvelée des compagnies internationales dans le potentiel du domaine minier algérien ainsi que dans le cadre de partenariat promu par l’agence ». Rappelant que le domaine minier algérien, qui s’étend sur plus de 1,7 million de km2, « offrait de vastes zones à fort potentiel, dans un contexte marqué par l'évolution rapide des technologies d'exploration », ALNAFT a souligné qu’elle impulsait ainsi « une nouvelle dynamique fondée sur l’innovation et l’intégration de technologies avancées, afin d’améliorer la connaissance du sous-sol et d'ouvrir de nouvelles perspectives pour la valorisation des ressources hydrocarbures ». Cette autorisation accordée à BP, ajoute l’agence, « s’inscrit dans cette dynamique et cible le bassin de l’Est, avec l’ambition de mobiliser des technologies de pointe dans les opérations de prospection afin d’approfondir la connaissance du potentiel énergétique de cette région ». Après plus de 30 ans de présence sur le marché algérien, BP, avait décidé de quitter l’Algérie, une décision annoncée en juin 2021. A l’époque, l’ancien président-directeur général du groupe pétrolier algérien, Sonatrach, Toufik Hakkar, avait justifié cette décision par la volonté de BP « de déplacer son activité vers les énergies nouvelles ». Il avait précisé alors que « le départ de cette compagnie d’Algérie se fera de manière progressive ». Mais la cession définitive de tous les actifs de BP, y compris ses intérêts dans les concessions productrices de gaz d’In Amenas et d’In Salah (sud du pays) à l’italien ENI n’a été finalisé qu’en 2023. British Petroleum était associé, dans le cadre d’une joint-venture, avec Sonatrach et Equinor à hauteur « de 45,89% à In Amenas et de 33,15% à In Salah ». L’exploitation de ces actifs a débuté en 2006 et 2004 respectivement. « En 2021, ils ont produit environ 11 milliards de m3 de gaz, 12 millions de barils de condensats et de GPL », avait indiqué à l’époque BP. Le site Web de l'Agence Anadolu ne contient qu'une partie des dépêches offertes aux abonnés dans le système de diffusion d'informations AA (HAS), et sous forme résumée.Veuillez nous contacter pour les options d'abonnement. Reporting the Changing World Anadolu Ajansı © 2026 Nous utilisons des cookies conformément à notre politique de données et à la réglementation en vigueur. Pour plus de détails, veuillez consulter notre politique de confidentialité.","aa algérie aksil ouali compagnie britannique hydrocarbures, british petroleum (bp), revient en algérie, six ans après l’avoir quitté en vendant ses activités l’italien eni. vient d’obtenir autorisation prospection en algérie, bassin l’est, auprès l’agence nationale algérienne valorisation ressources en hydrocarbures (alnaft). cadre stratégie visant renforcer l’attractivité domaine minier national promouvoir nouvelles opportunités d’exploration, alnaft annonce l’octroi d’une autorisation prospection bp, acteur majeur l’industrie énergétique mondiale », expliqué l’'agence communiqué. selon source, retour bp constitue signal fort confiance renouvelée compagnies internationales potentiel domaine minier algérien ainsi cadre partenariat promu l’agence ». rappelant domaine minier algérien, s’étend 1,7 million km2, offrait vastes zones fort potentiel, contexte marqué l'évolution rapide technologies d'exploration », alnaft souligné qu’elle impulsait ainsi nouvelle dynamique fondée l’innovation l’intégration technologies avancées, afin d’améliorer connaissance sous-sol d'ouvrir nouvelles perspectives valorisation ressources hydrocarbures ». autorisation accordée bp, ajoute l’agence, s’inscrit dynamique cible bassin l’est, l’ambition mobiliser technologies pointe opérations prospection afin d’approfondir connaissance potentiel énergétique région ». après 30 ans présence marché algérien, bp, avait décidé quitter l’algérie, décision annoncée en juin 2021. l’époque, l’ancien président-directeur général groupe pétrolier algérien, sonatrach, toufik hakkar, avait justifié décision volonté bp déplacer activité vers énergies nouvelles ». avait précisé départ compagnie d’algérie fera manière progressive ». cession définitive tous actifs bp, compris ses intérêts concessions productrices gaz d’in amenas d’in salah (sud pays) l’italien eni n’a été finalisé qu’en 2023. british petroleum était associé, cadre d’une joint-venture, sonatrach equinor hauteur 45,89% in amenas 33,15% in salah ». l’exploitation actifs débuté en 2006 2004 respectivement. en 2021, produit environ 11 milliards m3 gaz, 12 millions barils condensats gpl », avait indiqué l’époque bp. site web l'agence anadolu contient qu'une partie dépêches offertes abonnés système diffusion d'informations aa (has), forme résumée.veuillez contacter options d'abonnement. reporting the changing world anadolu ajansı 2026 utilisons cookies conformément notre politique données réglementation en vigueur. détails, veuillez consulter notre politique confidentialité.","agglomeration aksil, agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agitation agglomeration agitation agglom agglom agglom agglom ag ag ag agglo agglo ag agglo ag agglo ag ag agglo agglo agglo agglo agglo ag ag ag agglo ag ag ag agglo agglo agglo agglo agglo ag ag ag ag ag ag ag agglo ag ag ag agglo agglo agglo agglo agglo ag agglo agglo ag agglo ag agglo agglo ag agglo ag agglo agglo agglo ag ag ag ag ag ag ag agglo agglo ag agglo agglo agglo agglo agglo agglo ag ag ag ag ag ag ag ag ag ag ag ag ag ag ag ag agglo ag ag ag ag",True,"agglomeration aksil, agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agglomeration agitation agglomeration agitation agglom agglom agglom agglom agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo agglo",1,Develop / Needs / Industry,1.0
